cohort	replicate	subset	num_overlapping	frac_overlapping
size_7_11	11	7	57	0.9661016949152542
size_7_12	12	7	58	0.9830508474576272
size_7_13	13	7	58	0.9830508474576272
size_7_14	14	7	57	0.9661016949152542
size_7_15	15	7	57	0.9661016949152542
size_7_16	16	7	58	0.9830508474576272
size_7_17	17	7	58	0.9830508474576272
size_7_18	18	7	57	0.9661016949152542
size_7_19	19	7	59	1.0
size_7_20	20	7	56	0.9491525423728814
size_7_21	21	7	55	0.9322033898305084
size_7_22	22	7	59	1.0
size_7_23	23	7	55	0.9322033898305084
size_7_24	24	7	58	0.9830508474576272
size_7_25	25	7	58	0.9830508474576272
size_7_26	26	7	55	0.9322033898305084
size_7_27	27	7	58	0.9830508474576272
size_7_28	28	7	56	0.9491525423728814
size_7_29	29	7	54	0.9152542372881356
size_7_30	30	7	57	0.9661016949152542
size_7_31	31	7	56	0.9491525423728814
size_7_32	32	7	57	0.9661016949152542
size_7_33	33	7	55	0.9322033898305084
size_7_34	34	7	59	1.0
size_7_35	35	7	58	0.9830508474576272
size_7_36	36	7	54	0.9152542372881356
size_7_37	37	7	54	0.9152542372881356
size_7_38	38	7	56	0.9491525423728814
size_7_39	39	7	54	0.9152542372881356
size_7_40	40	7	55	0.9322033898305084
size_7_41	41	7	59	1.0
size_7_42	42	7	56	0.9491525423728814
size_7_43	43	7	59	1.0
size_7_44	44	7	59	1.0
size_7_45	45	7	58	0.9830508474576272
size_7_46	46	7	57	0.9661016949152542
size_7_47	47	7	54	0.9152542372881356
size_7_48	48	7	58	0.9830508474576272
size_7_49	49	7	58	0.9830508474576272
size_8_0	0	8	56	0.9491525423728814
size_8_1	1	8	56	0.9491525423728814
size_8_2	2	8	58	0.9830508474576272
size_8_3	3	8	57	0.9661016949152542
size_8_4	4	8	57	0.9661016949152542
size_8_5	5	8	57	0.9661016949152542
size_8_6	6	8	55	0.9322033898305084
size_8_7	7	8	58	0.9830508474576272
size_8_8	8	8	59	1.0
size_8_9	9	8	57	0.9661016949152542
size_8_10	10	8	57	0.9661016949152542
size_8_11	11	8	56	0.9491525423728814
size_8_12	12	8	55	0.9322033898305084
size_8_13	13	8	57	0.9661016949152542
size_8_14	14	8	57	0.9661016949152542
size_8_15	15	8	59	1.0
size_8_16	16	8	56	0.9491525423728814
size_8_17	17	8	59	1.0
size_8_18	18	8	58	0.9830508474576272
size_8_19	19	8	55	0.9322033898305084
size_8_20	20	8	57	0.9661016949152542
size_8_21	21	8	53	0.8983050847457628
size_8_22	22	8	56	0.9491525423728814
size_8_23	23	8	58	0.9830508474576272
size_8_24	24	8	54	0.9152542372881356
size_8_25	25	8	59	1.0
size_8_26	26	8	59	1.0
size_8_27	27	8	53	0.8983050847457628
size_8_28	28	8	59	1.0
size_8_29	29	8	59	1.0
size_8_30	30	8	55	0.9322033898305084
size_8_31	31	8	55	0.9322033898305084
size_8_32	32	8	55	0.9322033898305084
size_8_33	33	8	59	1.0
size_8_34	34	8	58	0.9830508474576272
size_8_35	35	8	58	0.9830508474576272
size_8_36	36	8	55	0.9322033898305084
size_8_37	37	8	59	1.0
size_8_38	38	8	57	0.9661016949152542
size_8_39	39	8	55	0.9322033898305084
size_8_40	40	8	57	0.9661016949152542
size_8_41	41	8	59	1.0
size_8_42	42	8	58	0.9830508474576272
size_8_43	43	8	55	0.9322033898305084
size_8_44	44	8	57	0.9661016949152542
size_8_45	45	8	58	0.9830508474576272
size_8_46	46	8	59	1.0
size_8_47	47	8	58	0.9830508474576272
size_8_48	48	8	57	0.9661016949152542
size_8_49	49	8	57	0.9661016949152542
size_9_0	0	9	58	0.9830508474576272
size_9_1	1	9	57	0.9661016949152542
size_9_2	2	9	58	0.9830508474576272
size_9_3	3	9	57	0.9661016949152542
size_9_4	4	9	59	1.0
size_9_5	5	9	55	0.9322033898305084
size_9_6	6	9	59	1.0
size_9_7	7	9	53	0.8983050847457628
size_9_8	8	9	58	0.9830508474576272
size_9_9	9	9	58	0.9830508474576272
size_9_10	10	9	59	1.0
