cohort	replicate	subset	num_overlapping	frac_overlapping
size_14_24	24	14	77	0.7403846153846154
size_14_25	25	14	96	0.9230769230769231
size_14_26	26	14	89	0.8557692307692308
size_14_27	27	14	92	0.8846153846153847
size_14_28	28	14	81	0.7788461538461539
size_14_29	29	14	92	0.8846153846153847
size_14_30	30	14	91	0.875
size_14_31	31	14	94	0.9038461538461539
size_14_32	32	14	93	0.8942307692307693
size_14_33	33	14	86	0.826923076923077
size_14_34	34	14	86	0.826923076923077
size_14_35	35	14	83	0.7980769230769231
size_14_36	36	14	78	0.75
size_14_37	37	14	84	0.8076923076923077
size_14_38	38	14	90	0.8653846153846154
size_14_39	39	14	75	0.7211538461538461
size_14_40	40	14	90	0.8653846153846154
size_14_41	41	14	80	0.7692307692307693
size_14_42	42	14	82	0.7884615384615385
size_14_43	43	14	94	0.9038461538461539
size_14_44	44	14	86	0.826923076923077
size_14_45	45	14	80	0.7692307692307693
size_14_46	46	14	85	0.8173076923076924
size_14_47	47	14	87	0.8365384615384616
size_14_48	48	14	83	0.7980769230769231
size_14_49	49	14	81	0.7788461538461539
size_15_0	0	15	98	0.9423076923076924
size_15_1	1	15	87	0.8365384615384616
size_15_2	2	15	86	0.826923076923077
size_15_3	3	15	99	0.951923076923077
size_15_4	4	15	91	0.875
size_15_5	5	15	72	0.6923076923076923
size_15_6	6	15	95	0.9134615384615385
size_15_7	7	15	90	0.8653846153846154
size_15_8	8	15	80	0.7692307692307693
size_15_9	9	15	97	0.9326923076923077
size_15_10	10	15	86	0.826923076923077
size_15_11	11	15	92	0.8846153846153847
size_15_12	12	15	81	0.7788461538461539
size_15_13	13	15	87	0.8365384615384616
size_15_14	14	15	85	0.8173076923076924
size_15_15	15	15	96	0.9230769230769231
size_15_16	16	15	80	0.7692307692307693
size_15_17	17	15	91	0.875
size_15_18	18	15	81	0.7788461538461539
size_15_19	19	15	83	0.7980769230769231
size_15_20	20	15	94	0.9038461538461539
size_15_21	21	15	83	0.7980769230769231
size_15_22	22	15	95	0.9134615384615385
size_15_23	23	15	94	0.9038461538461539
size_15_24	24	15	94	0.9038461538461539
size_15_25	25	15	94	0.9038461538461539
size_15_26	26	15	85	0.8173076923076924
size_15_27	27	15	91	0.875
size_15_28	28	15	82	0.7884615384615385
size_15_29	29	15	96	0.9230769230769231
size_15_30	30	15	94	0.9038461538461539
size_15_31	31	15	81	0.7788461538461539
size_15_32	32	15	91	0.875
size_15_33	33	15	97	0.9326923076923077
size_15_34	34	15	86	0.826923076923077
size_15_35	35	15	88	0.8461538461538463
size_15_36	36	15	82	0.7884615384615385
size_15_37	37	15	93	0.8942307692307693
size_15_38	38	15	84	0.8076923076923077
size_15_39	39	15	93	0.8942307692307693
size_15_40	40	15	83	0.7980769230769231
size_15_41	41	15	94	0.9038461538461539
size_15_42	42	15	99	0.951923076923077
size_15_43	43	15	83	0.7980769230769231
size_15_44	44	15	90	0.8653846153846154
size_15_45	45	15	98	0.9423076923076924
size_15_46	46	15	77	0.7403846153846154
size_15_47	47	15	98	0.9423076923076924
size_15_48	48	15	91	0.875
size_15_49	49	15	90	0.8653846153846154
size_16_0	0	16	98	0.9423076923076924
size_16_1	1	16	97	0.9326923076923077
size_16_2	2	16	93	0.8942307692307693
size_16_3	3	16	89	0.8557692307692308
size_16_4	4	16	103	0.9903846153846154
size_16_5	5	16	99	0.951923076923077
size_16_6	6	16	100	0.9615384615384616
size_16_7	7	16	95	0.9134615384615385
size_16_8	8	16	76	0.7307692307692308
size_16_9	9	16	97	0.9326923076923077
size_16_10	10	16	95	0.9134615384615385
size_16_11	11	16	87	0.8365384615384616
size_16_12	12	16	97	0.9326923076923077
size_16_13	13	16	85	0.8173076923076924
size_16_14	14	16	91	0.875
size_16_15	15	16	92	0.8846153846153847
size_16_16	16	16	75	0.7211538461538461
size_16_17	17	16	94	0.9038461538461539
size_16_18	18	16	96	0.9230769230769231
size_16_19	19	16	98	0.9423076923076924
size_16_20	20	16	97	0.9326923076923077
size_16_21	21	16	98	0.9423076923076924
size_16_22	22	16	97	0.9326923076923077
size_16_23	23	16	99	0.951923076923077
size_16_24	24	16	95	0.9134615384615385
size_16_25	25	16	97	0.9326923076923077
size_16_26	26	16	86	0.826923076923077
size_16_27	27	16	92	0.8846153846153847
size_16_28	28	16	94	0.9038461538461539
size_16_29	29	16	88	0.8461538461538463
size_16_30	30	16	97	0.9326923076923077
size_16_31	31	16	76	0.7307692307692308
size_16_32	32	16	91	0.875
size_16_33	33	16	96	0.9230769230769231
size_16_34	34	16	87	0.8365384615384616
size_16_35	35	16	91	0.875
size_16_36	36	16	84	0.8076923076923077
size_16_37	37	16	90	0.8653846153846154
size_16_38	38	16	94	0.9038461538461539
size_16_39	39	16	88	0.8461538461538463
size_16_40	40	16	86	0.826923076923077
size_16_41	41	16	94	0.9038461538461539
size_16_42	42	16	95	0.9134615384615385
size_16_43	43	16	76	0.7307692307692308
size_16_44	44	16	94	0.9038461538461539
size_16_45	45	16	90	0.8653846153846154
size_16_46	46	16	99	0.951923076923077
size_16_47	47	16	96	0.9230769230769231
size_16_48	48	16	87	0.8365384615384616
size_16_49	49	16	85	0.8173076923076924
size_17_0	0	17	96	0.9230769230769231
size_17_1	1	17	98	0.9423076923076924
size_17_2	2	17	96	0.9230769230769231
size_17_3	3	17	94	0.9038461538461539
size_17_4	4	17	87	0.8365384615384616
size_17_5	5	17	80	0.7692307692307693
size_17_6	6	17	95	0.9134615384615385
size_17_7	7	17	96	0.9230769230769231
size_17_8	8	17	94	0.9038461538461539
size_17_9	9	17	100	0.9615384615384616
size_17_10	10	17	100	0.9615384615384616
size_17_11	11	17	82	0.7884615384615385
size_17_12	12	17	95	0.9134615384615385
size_17_13	13	17	97	0.9326923076923077
size_17_14	14	17	93	0.8942307692307693
size_17_15	15	17	97	0.9326923076923077
size_17_16	16	17	81	0.7788461538461539
size_17_17	17	17	100	0.9615384615384616
size_17_18	18	17	96	0.9230769230769231
size_17_19	19	17	97	0.9326923076923077
size_17_20	20	17	90	0.8653846153846154
size_17_21	21	17	87	0.8365384615384616
size_17_22	22	17	96	0.9230769230769231
size_17_23	23	17	85	0.8173076923076924
size_17_24	24	17	98	0.9423076923076924
size_17_25	25	17	99	0.951923076923077
size_17_26	26	17	95	0.9134615384615385
size_17_27	27	17	85	0.8173076923076924
size_17_28	28	17	93	0.8942307692307693
size_17_29	29	17	96	0.9230769230769231
size_17_30	30	17	93	0.8942307692307693
size_17_31	31	17	94	0.9038461538461539
size_17_32	32	17	92	0.8846153846153847
size_17_33	33	17	96	0.9230769230769231
size_17_34	34	17	98	0.9423076923076924
size_17_35	35	17	98	0.9423076923076924
size_17_36	36	17	96	0.9230769230769231
size_17_37	37	17	93	0.8942307692307693
size_17_38	38	17	98	0.9423076923076924
size_17_39	39	17	98	0.9423076923076924
size_17_40	40	17	94	0.9038461538461539
size_17_41	41	17	97	0.9326923076923077
size_17_42	42	17	92	0.8846153846153847
size_17_43	43	17	79	0.7596153846153847
size_17_44	44	17	82	0.7884615384615385
size_17_45	45	17	92	0.8846153846153847
size_17_46	46	17	78	0.75
size_17_47	47	17	95	0.9134615384615385
size_17_48	48	17	97	0.9326923076923077
size_17_49	49	17	94	0.9038461538461539
size_18_0	0	18	102	0.9807692307692308
size_18_1	1	18	97	0.9326923076923077
size_18_2	2	18	100	0.9615384615384616
size_18_3	3	18	98	0.9423076923076924
size_18_4	4	18	98	0.9423076923076924
size_18_5	5	18	100	0.9615384615384616
size_18_6	6	18	96	0.9230769230769231
size_18_7	7	18	96	0.9230769230769231
size_18_8	8	18	97	0.9326923076923077
size_18_9	9	18	102	0.9807692307692308
size_18_10	10	18	98	0.9423076923076924
size_18_11	11	18	100	0.9615384615384616
size_18_12	12	18	91	0.875
size_18_13	13	18	100	0.9615384615384616
size_18_14	14	18	96	0.9230769230769231
size_18_15	15	18	98	0.9423076923076924
size_18_16	16	18	100	0.9615384615384616
size_18_17	17	18	98	0.9423076923076924
size_18_18	18	18	100	0.9615384615384616
size_18_19	19	18	100	0.9615384615384616
size_18_20	20	18	98	0.9423076923076924
size_18_21	21	18	98	0.9423076923076924
size_18_22	22	18	98	0.9423076923076924
size_18_23	23	18	100	0.9615384615384616
size_18_24	24	18	96	0.9230769230769231
size_18_25	25	18	96	0.9230769230769231
size_18_26	26	18	83	0.7980769230769231
size_18_27	27	18	98	0.9423076923076924
size_18_28	28	18	96	0.9230769230769231
size_18_29	29	18	96	0.9230769230769231
size_18_30	30	18	102	0.9807692307692308
size_18_31	31	18	97	0.9326923076923077
size_18_32	32	18	98	0.9423076923076924
size_18_33	33	18	102	0.9807692307692308
size_18_34	34	18	95	0.9134615384615385
size_18_35	35	18	96	0.9230769230769231
size_18_36	36	18	100	0.9615384615384616
size_18_37	37	18	95	0.9134615384615385
size_18_38	38	18	100	0.9615384615384616
size_18_39	39	18	100	0.9615384615384616
size_18_40	40	18	100	0.9615384615384616
size_18_41	41	18	100	0.9615384615384616
size_18_42	42	18	96	0.9230769230769231
size_18_43	43	18	97	0.9326923076923077
size_18_44	44	18	96	0.9230769230769231
size_18_45	45	18	100	0.9615384615384616
size_18_46	46	18	98	0.9423076923076924
size_18_47	47	18	97	0.9326923076923077
size_18_48	48	18	102	0.9807692307692308
size_18_49	49	18	98	0.9423076923076924
